,Place,Post,Share,Date,CPost,WPost,Page
11,,"ต้นเดือนเจอกัน กับ EP65 สะปัน
อากาศหนาวกับสายฝนเป็นทุกอย่างของนักเดินทาง",,2021-10-30 12:45:00,ต้นเดือนเจอกันกับEP65สะปันอากาศหนาวกับสายฝนเป็นทุกอย่างของนักเดินทาง,"['ต้นเดือน', 'เจอกัน', 'กับ', 'EP', '65', 'สะ', 'ปัน', 'อากาศ', 'หนาว', 'กับ', 'สายฝน', 'เป็น', 'ทุกอย่าง', 'ของ', 'นักเดินทาง']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
12,,กรุงรัตนโกสินทร์ หรือกรุงเทพในปัจจุบันคงเป็นสถานที่ที่มีเรื่องเล่าแตกต่างกันไปในแต่ละช่วงวัยของคน การเดินทางครั้งนี้ของผมนั้น เป็นการได้เรียนรู้ประวัติศาสตร์เรื่องเล่าแต่เดิมจาก ดร.วันชัย… เพิ่มเติม,,2021-10-29 12:22:00,กรุงรัตนโกสินทร์หรือกรุงเทพในปัจจุบันคงเป็นสถานที่ที่มีเรื่องเล่าแตกต่างกันไปในแต่ละช่วงวัยของคนการเดินทางครั้งนี้ของผมนั้นเป็นการได้เรียนรู้ประวัติศาสตร์เรื่องเล่าแต่เดิมจากดร.วันชัยเพิ่มเติม,"['กรุงรัตนโกสินทร์', 'หรือ', 'กรุงเทพ', 'ใน', 'ปัจจุบัน', 'คง', 'เป็น', 'สถานที่', 'ที่', 'มี', 'เรื่องเล่า', 'แตก', 'ต่างกัน', 'ไป', 'ใน', 'แต่ละ', 'ช่วง', 'วัย', 'ของ', 'คน', 'การ', 'เดินทาง', 'ครั้งนี้', 'ของ', 'ผม', 'นั้น', 'เป็นการ', 'ได้', 'เรียนรู้', 'ประวัติศาสตร์', 'เรื่องเล่า', 'แต่เดิม', 'จาก', 'ดร.', 'วัน', 'ชัย', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
13,,"ขอบคุณรางวัล WINNER BEST TRAVEL INFLUENCER จากทาง Thailand Influencer Awards 2021 ที่จัดขึ้นโดย #TellScore ด้วยนะครับ
ไม่คิดว่าจะได้รางวัลชนะเลิศกับเขาในปีนี้ ขอบคุณทุกคนที่สนับสนุนและติดตามกันมานะครับ หวังว่าจะทำให้ทุกคนมีความสุขกับแต่ละเรื่องราวที่เราสื่อสารออกไปนะ 🙏❤️",,2021-10-27 15:45:00,ขอบคุณรางวัลWINNERBESTTRAVELINFLUENCERจากทางThailandInfluencerAwards2021ที่จัดขึ้นโดย#TellScoreด้วยนะครับไม่คิดว่าจะได้รางวัลชนะเลิศกับเขาในปีนี้ขอบคุณทุกคนที่สนับสนุนและติดตามกันมานะครับหวังว่าจะทำให้ทุกคนมีความสุขกับแต่ละเรื่องราวที่เราสื่อสารออกไปนะ,"['ขอบคุณ', 'รางวัล', 'WINNERBESTTRAVELINFLUENCER', 'จาก', 'ทาง', 'ThailandInfluencerAwards', '2021', 'ที่', 'จัด', 'ขึ้น', 'โดย', '#', 'TellScore', 'ด้วย', 'นะ', 'ครับ', 'ไม่', 'คิด', 'ว่า', 'จะ', 'ได้', 'รางวัล', 'ชนะเลิศ', 'กับ', 'เขา', 'ใน', 'ปี', 'นี้', 'ขอบคุณ', 'ทุกคน', 'ที่', 'สนับสนุน', 'และ', 'ติดตาม', 'กัน', 'มานะ', 'ครับ', 'หวัง', 'ว่า', 'จะ', 'ทำให้', 'ทุกคน', 'มีความสุข', 'กับ', 'แต่ละ', 'เรื่องราว', 'ที่', 'เรา', 'สื่อสาร', 'ออก', 'ไป', 'นะ']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
14,,อีกหนึ่งมุมมองจากการเดินทางผ่านสายตาพี่เบียร์สดในทริปอีสานคลาสสิค ดีใจที่ได้ ร่วมเดินทางกับพี่นะครับ 🏍🙂,,2021-10-25 10:05:00,อีกหนึ่งมุมมองจากการเดินทางผ่านสายตาพี่เบียร์สดในทริปอีสานคลาสสิคดีใจที่ได้ร่วมเดินทางกับพี่นะครับ,"['อีก', 'หนึ่ง', 'มุมมอง', 'จาก', 'การ', 'เดินทาง', 'ผ่านสายตา', 'พี่', 'เบียร์สด', 'ใน', 'ทริป', 'อีสาน', 'คลาสสิค', 'ดีใจ', 'ที่', 'ได้', 'ร่วม', 'เดินทาง', 'กับ', 'พี่', 'นะ', 'ครับ']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
15,,"หลายครั้งที่คนถามว่าเราใช้กล้องอะไร บางทีก็ตอบกันไม่หวั่นไม่ไหวเท่าไหร่ และวันนี้เราจะมาเปิดตัวกล้องใหม่ที่ไกจินกำลังจะใช้เลยละกันนะ เพราะกล้องเก่าดันลาโลกไปซะก่อน กับการเดินทางไปยังน้ำตกเขาชะเมาในวันนี้
#SONY #A7IV #Alpha7IV",,2021-10-21 21:48:00,หลายครั้งที่คนถามว่าเราใช้กล้องอะไรบางทีก็ตอบกันไม่หวั่นไม่ไหวเท่าไหร่และวันนี้เราจะมาเปิดตัวกล้องใหม่ที่ไกจินกำลังจะใช้เลยละกันนะเพราะกล้องเก่าดันลาโลกไปซะก่อนกับการเดินทางไปยังน้ำตกเขาชะเมาในวันนี้#SONY#A7IV#Alpha7IV,"['หลายครั้ง', 'ที่', 'คน', 'ถาม', 'ว่า', 'เรา', 'ใช้', 'กล้อง', 'อะไร', 'บางที', 'ก็', 'ตอบ', 'กัน', 'ไม่', 'หวั่น', 'ไม่', 'ไหว', 'เท่าไหร่', 'และ', 'วันนี้', 'เรา', 'จะ', 'มา', 'เปิดตัว', 'กล้อง', 'ใหม่', 'ที่', 'ไก', 'จิน', 'กำลังจะ', 'ใช้', 'เลย', 'ละ', 'กัน', 'นะ', 'เพราะ', 'กล้อง', 'เก่า', 'ดัน', 'ลาโลก', 'ไป', 'ซะ', 'ก่อน', 'กับ', 'การ', 'เดินทาง', 'ไป', 'ยัง', 'น้ำตก', 'เขา', 'ชะ', 'เมา', 'ใน', 'วันนี้', '#', 'SONY', '#', 'A', '7', 'IV', '#', 'Alpha', '7', 'IV']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
16,,ฮ่องเพล้ง กับอ้ายเบนซ์ ในบทเพล้ง Don't let me down จากซาวขณะเดอะบีทเทิ้ล ขอบคุ้นหลายๆที่รับฟังข่อย 😂,,2021-10-20 21:07:00,ฮ่องเพล้งกับอ้ายเบนซ์ในบทเพล้งDon'tletmedownจากซาวขณะเดอะบีทเทิ้ลขอบคุ้นหลายๆที่รับฟังข่อย,"['ฮ่อ', 'ง', 'เพ', 'ล้ง', 'กับ', 'อ้าย', 'เบนซ์', 'ใน', 'บท', 'เพ', 'ล้ง', 'Don', ""'"", 'tletmedown', 'จาก', 'ซาว', 'ขณะ', 'เดอะ', 'บีท', 'เทิ้ล', 'ขอบ', 'คุ้น', 'หลาย', 'ๆ', 'ที่', 'รับฟัง', 'ข่อย']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
17,,อีสานคลาสสิคทริป Ep.3 (ตอนจบ) บทสุดท้ายก็มาถึง ไม่ว่าเริ่มจากไหน หรือจบที่ใด หนทางพิสูจน์ม้า กาลเวลาพิสูจน์คน ทุกการเดินทางมีความสำคัญ… เพิ่มเติม,,2021-10-18 07:32:00,อีสานคลาสสิคทริปEp.3(ตอนจบ)บทสุดท้ายก็มาถึงไม่ว่าเริ่มจากไหนหรือจบที่ใดหนทางพิสูจน์ม้ากาลเวลาพิสูจน์คนทุกการเดินทางมีความสำคัญเพิ่มเติม,"['อีสาน', 'คลาสสิค', 'ทริป', 'Ep', '.', '3', '(', 'ตอนจบ', ')บท', 'สุดท้าย', 'ก็', 'มาถึง', 'ไม่', 'ว่า', 'เริ่ม', 'จาก', 'ไหน', 'หรือ', 'จบ', 'ที่ใด', 'หนทาง', 'พิสูจน์', 'ม้า', 'กาลเวลา', 'พิสูจน์', 'คน', 'ทุก', 'การ', 'เดินทาง', 'มีความสำคัญ', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
18,,"เป็นอีกหนึ่งการเดินทางที่เบนซ์ตั้งใจสื่อสารโคราชออกมาในมุมมองที่แตกต่าง ดีใจที่หลายคนมีความสุขเมื่อได้ดูงานชิ้นนี้นะครับ
อีกหนึ่งช่องทางในการติดตาม Youtube Chanel Gaijin",,2021-10-17 11:48:00,เป็นอีกหนึ่งการเดินทางที่เบนซ์ตั้งใจสื่อสารโคราชออกมาในมุมมองที่แตกต่างดีใจที่หลายคนมีความสุขเมื่อได้ดูงานชิ้นนี้นะครับอีกหนึ่งช่องทางในการติดตามYoutubeChanelGaijin,"['เป็น', 'อีก', 'หนึ่ง', 'การ', 'เดินทาง', 'ที่', 'เบนซ์', 'ตั้งใจ', 'สื่อสาร', 'โคราช', 'ออกมา', 'ใน', 'มุมมอง', 'ที่', 'แตกต่าง', 'ดีใจ', 'ที่', 'หลาย', 'คน', 'มีความสุข', 'เมื่อ', 'ได้', 'ดูงาน', 'ชิ้น', 'นี้', 'นะ', 'ครับ', 'อีก', 'หนึ่ง', 'ช่อง', 'ทางใน', 'การ', 'ติดตาม', 'YoutubeChanelGaijin']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
19,,"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP64 โคราช GEOPARK 3วัน2คืน
โคราช จังหวัดที่ใหญ่เป็นท็อปๆของประเทศไทย กับการเดินทางเข้าสู่เรื่องราวของเขต โคราช GEOPARK… เพิ่มเติม",,2021-10-16 06:53:00,TheGaijinTripsแบกเป้เที่ยวคนเดียวEP64โคราชGEOPARK3วัน2คืนโคราชจังหวัดที่ใหญ่เป็นท็อปๆของประเทศไทยกับการเดินทางเข้าสู่เรื่องราวของเขตโคราชGEOPARKเพิ่มเติม,"['TheGaijinTrips', 'แบก', 'เป้', 'เที่ยว', 'คนเดียว', 'EP', '64', 'โคราช', 'GEOPARK', '3', 'วัน', '2', 'คืน', 'โคราช', 'จังหวัด', 'ที่', 'ใหญ่', 'เป็น', 'ท็อป', 'ๆ', 'ของ', 'ประเทศ', 'ไทย', 'กับ', 'การ', 'เดินทาง', 'เข้าสู่', 'เรื่องราว', 'ของ', 'เขต', 'โคราช', 'GEOPARK', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
20,,"พักหายใจจาก Road Trip อีสาน กลับมาแบกเป้เที่ยวคนเดียวเจาะลึกวิถีชุมชน ณ โคราช บ้านเอ๋งกันกลางเดือนเด้อ
EP64 โคราช GEOPARK เจอกันวันที่ 16 นี้ครับ 😄",,2021-10-13 21:58:00,พักหายใจจากRoadTripอีสานกลับมาแบกเป้เที่ยวคนเดียวเจาะลึกวิถีชุมชนณโคราชบ้านเอ๋งกันกลางเดือนเด้อEP64โคราชGEOPARKเจอกันวันที่16นี้ครับ,"['พัก', 'หายใจ', 'จาก', 'RoadTrip', 'อีสาน', 'กลับมา', 'แบก', 'เป้', 'เที่ยว', 'คนเดียว', 'เจาะลึก', 'วิถี', 'ชุมชน', 'ณ', 'โคราช', 'บ้าน', 'เอ๋ง', 'กัน', 'กลางเดือน', 'เด้อ', 'EP', '64', 'โคราช', 'GEOPARK', 'เจอกัน', 'วันที่', '16', 'นี้', 'ครับ']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
21,,อีสานคลาสสิคทริป EP.2 แตกจริง แยกจริง นอกจากไม่มีแผนแล้วสคริปต์ไม่ต้องพูดถึง คนเดียวหัวหาย สองคนเพื่อนตาย สามคนจะไปต่อหรือจบตรงนี้ มือที่สามจะเป็นกาวใจได้ไหม ไปลุ้นกันต่อ🏍🏍🏍💨💨💨,,2021-10-11 07:25:00,อีสานคลาสสิคทริปEP.2แตกจริงแยกจริงนอกจากไม่มีแผนแล้วสคริปต์ไม่ต้องพูดถึงคนเดียวหัวหายสองคนเพื่อนตายสามคนจะไปต่อหรือจบตรงนี้มือที่สามจะเป็นกาวใจได้ไหมไปลุ้นกันต่อ,"['อีสาน', 'คลาสสิค', 'ทริป', 'EP', '.', '2', 'แตก', 'จริง', 'แยก', 'จริง', 'นอกจาก', 'ไม่', 'มีแผน', 'แล้ว', 'สคริปต์', 'ไม่ต้อง', 'พูดถึง', 'คนเดียว', 'หัว', 'หาย', 'สอง', 'คน', 'เพื่อนตาย', 'สาม', 'คน', 'จะ', 'ไป', 'ต่อ', 'หรือ', 'จบ', 'ตรงนี้', 'มือที่สาม', 'จะ', 'เป็น', 'กาวใจ', 'ได้', 'ไหม', 'ไป', 'ลุ้น', 'กัน', 'ต่อ']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
22,,"ไม่นานเกินรอกับ อีสานคลาสสิค EP2 จ้า
รอพี่เรได้ฟิลลงก่อนนะฮะ 😂😂","เส้นทางไม่ได้โรยด้วยกลีบกุหลาบเสมอ
พวกเราจะไปต่อกันได้หรือเปล่า
รอติดตาม EP 2 !!!!! จันทร์ที่ 11 ตุลาคมนี้
#CUBHousexRayron
#CUBHousexEsanClassicTrip",2021-10-07 13:17:00,ไม่นานเกินรอกับอีสานคลาสสิคEP2จ้ารอพี่เรได้ฟิลลงก่อนนะฮะ,"['ไม่', 'นาน', 'เกิน', 'รอ', 'กับ', 'อีสาน', 'คลาสสิค', 'EP', '2', 'จ้า', 'รอ', 'พี่', 'เร', 'ได้', 'ฟิลลง', 'ก่อน', 'นะ', 'ฮะ']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
23,,เทปนี้จัดไปแบบ Long take ไม่ต้องคัทกันเลยในสิ่งที่หลายคนยังไม่แน่ใจกับการไปท่องเที่ยวภาคเหนือหรือจังหวัดเชียงใหม่ในช่วงการคลายล็อกดาวน์ ไม่ว่าจะเป็นการนั่งเครื่องบิน การตรวจคนเข้าเมืองหรือการเลือกที่พักโฮมสเตย์… เพิ่มเติม,,2021-10-05 07:28:00,เทปนี้จัดไปแบบLongtakeไม่ต้องคัทกันเลยในสิ่งที่หลายคนยังไม่แน่ใจกับการไปท่องเที่ยวภาคเหนือหรือจังหวัดเชียงใหม่ในช่วงการคลายล็อกดาวน์ไม่ว่าจะเป็นการนั่งเครื่องบินการตรวจคนเข้าเมืองหรือการเลือกที่พักโฮมสเตย์เพิ่มเติม,"['เทป', 'นี้', 'จัด', 'ไป', 'แบบ', 'Longtake', 'ไม่ต้อง', 'คัท', 'กัน', 'เลย', 'ใน', 'สิ่ง', 'ที่', 'หลาย', 'คน', 'ยัง', 'ไม่', 'แน่ใจ', 'กับ', 'การ', 'ไป', 'ท่องเที่ยว', 'ภาคเหนือ', 'หรือ', 'จังหวัด', 'เชียงใหม่', 'ใน', 'ช่วง', 'การ', 'คลาย', 'ล็อก', 'ดาวน์', 'ไม่', 'ว่า', 'จะ', 'เป็นการ', 'นั่ง', 'เครื่องบิน', 'การ', 'ตรวจ', 'คนเข้าเมือง', 'หรือ', 'การ', 'เลือก', 'ที่พัก', 'โฮมสเตย์', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
24,,"อีสานคลาสสิคทริป EP.1
The Plan is no plan ถ้าแผนการเดินทางที่วางไว้ทั้งหมดมันถูกทำลาย มีทั้งปัญหา มีแตกแยก พวกเขาจะพากันไปถึงฝั่งฝันกันอีกได้ไหม
#เร่ร่อน
#Rayron
#esancool
#อีสานคูล
#esanclassic
#อีสานคลาสสิค… เพิ่มเติม",,2021-10-04 07:12:00,อีสานคลาสสิคทริปEP.1ThePlanisnoplanถ้าแผนการเดินทางที่วางไว้ทั้งหมดมันถูกทำลายมีทั้งปัญหามีแตกแยกพวกเขาจะพากันไปถึงฝั่งฝันกันอีกได้ไหม#เร่ร่อน#Rayron#esancool#อีสานคูล#esanclassic#อีสานคลาสสิคเพิ่มเติม,"['อีสาน', 'คลาสสิค', 'ทริป', 'EP', '.', '1', 'ThePlanisnoplan', 'ถ้า', 'แผนการ', 'เดินทาง', 'ที่', 'วาง', 'ไว้', 'ทั้งหมด', 'มัน', 'ถูก', 'ทำลาย', 'มี', 'ทั้ง', 'ปัญหา', 'มี', 'แตกแยก', 'พวกเขา', 'จะ', 'พา', 'กัน', 'ไป', 'ถึง', 'ฝั่ง', 'ฝัน', 'กัน', 'อีก', 'ได้', 'ไหม', '#', 'เร่ร่อน', '#', 'Rayron', '#', 'esancool', '#', 'อีสาน', 'คู', 'ล#', 'esanclassic', '#', 'อีสาน', 'คลาสสิค', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
25,,"ทริปมหามึน มีใครรอเราอยู่บ้าง
#RayronXTgeGaijinTrips","เรียกน้ำย่อยกันไปก่อน เจอตัวเต็มกันพรุ่งนี้ครับผม
#RayronXTheGaijinTrips
#เรียลเรียล
#ดิบกว่านี้ก็ก้อยแล้วคร๊าบ",2021-10-03 19:07:00,ทริปมหามึนมีใครรอเราอยู่บ้าง#RayronXTgeGaijinTrips,"['ทริป', 'มหา', 'มึน', 'มี', 'ใคร', 'รอ', 'เรา', 'อยู่', 'บ้าง', '#', 'RayronXTgeGaijinTrips']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
